rowid,pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_id,default_flag,sy_snum,sy_pnum,sy_mnum,cb_flag,discoverymethod,disc_year,disc_refname,disc_pubdate,disc_locale,disc_facility,disc_telescope,disc_instrument,rv_flag,pul_flag,ptv_flag,tran_flag,ast_flag,obm_flag,micro_flag,etv_flag,ima_flag,dkin_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_cmassj,pl_cmassjerr1,pl_cmassjerr2,pl_cmassjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tsystemref,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,ra,decstr,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_w4magerr1,sy_w4magerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,pl_nnotes,st_nphot,st_nrvc,st_nspec,pl_nespec,pl_ntranspec,,,
23201,Kepler-62 e,Kepler-62,e,,,TIC 164458488,Gaia DR2 2107001283431633408,0,1,5,0,0,Transit,2013,<a refstr=BORUCKI_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013Sci...340..587B/abstract target=ref> Borucki et al. 2013 </a>,2013-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,1,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,122.3863812,0.0004967,-0.0004967,0,0.4152,,,0,1.73,0.08,-0.09,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,1.17,0.21,-0.21,0,265,,,0,89.95,,,0,2454983.40871,0.00314,-0.00314,0,BJD,0,0.1675,0.2703,-0.1674,0,0.07418,0.00168,-0.00168,0,7.196,0.114,-0.114,0,131.3,9.7,-9.7,0,0.02429,0.00071,-0.00051,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,4797,93,,0,0.65,0.03,-0.04,0,0.64,0.04,-0.02,0,-0.46,0.14,-0.14,0,[Fe/H],,,,,4.61,0.04,-0.02,0,,,,0,2.8585,0.2119,-0.935,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m51.01s,283.2125621,+45d20m58.92s,45.3496992,18.69533,75.03767,67.64649,294.9836,40.0529337,0.0265511,-0.0265511,-25.1534,0.0256821,-0.0256821,-31.1696,0.0271021,-0.0271021,300.874,1.219,-1.219,3.29474,0.0133684,-0.0133684,15.027,0.066,-0.066,13.965,0.092,-0.092,12.256,0.022,-0.022,11.739,0.019,-0.019,11.659,0.021,-0.021,,,,,,,,,,,,,,,,11.607,0.023,-0.023,11.662,0.021,-0.021,11.678,0.147,-0.147,8.652,,,13.7197,0.000208,-0.000208,,,,13.1285,0.0064,-0.0064,13.725,,,2014-11-21,2014-12-18,2014-11-21,1,0,0,0,0,2,,,
12476,Kepler-1652 b,Kepler-1652,b,,,TIC 27187450,Gaia DR2 2135055391335687680,0,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q16_koi),0,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,38.0972378,0.000286,-0.000286,0,0.1576,,,0,1.12,0.16,-0.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.65,0.25,-0.38,0,229,,,0,89.38,,,0,2454973.00375,0.00662,-0.00662,0,BJD,0,0.5484,0.0431,-0.46,0,0.10168,0.00738,-0.00738,0,3.377,0.205,-0.205,0,75.1,27.1,-27.1,0,0.02923,0.01124,-0.00196,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q16_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q16 KOI Table</a>,,3482,57,-120,0,0.35,0.05,-0.11,0,0.36,0.06,-0.12,0,-0.1,0.1,-0.1,0,[Fe/H],,,,,4.91,0.12,-0.08,0,,,,0,5.5108,3.9766,-1.1404,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,13.56507,82.45905,69.27339,318.6463,7.8793302,2.1227855,-2.1227855,-7.4772,2.12269,-2.12269,-2.48502,2.12365,-2.12365,,,,,,,18.805,0.162,-0.162,16.86,1.133,-1.133,13.454,0.023,-0.023,12.784,0.021,-0.021,12.635,0.024,-0.024,,,,,,,,,,,,,,,,12.498,0.023,-0.023,12.383,0.022,-0.022,12.34,,,9.141,,,16.0023,0.00464,-0.00464,,,,15.0031,0.0077,-0.0077,15.931,,,2014-11-21,2014-12-18,2014-11-21,0,0,0,0,0,0,,,
12477,Kepler-1652 b,Kepler-1652,b,,,TIC 27187450,Gaia DR2 2135055391335687680,0,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q8_koi),0,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,38.09824,0.00089,-0.00089,0,0.178,,,0,1.39,0.65,-0.65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,0,288,,,0,89.95,,,0,2454972.9963,0.0083,-0.0083,0,BJD,0,0.29,0.93,-0.93,0,0.0818,,,0,3.1406,,,0,91,45,-45,0,0.025,0.012,-0.012,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q8_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q8 KOI Table</a>,,3885,200,-200,0,0.5,0.02,-0.02,0,0.52,0.03,-0.03,0,,,,0,,,,,,4.75,0.3,-0.3,0,13.9,3.5,-3.5,0,,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,13.56507,82.45905,69.27339,318.6463,7.8793302,2.1227855,-2.1227855,-7.4772,2.12269,-2.12269,-2.48502,2.12365,-2.12365,,,,,,,18.805,0.162,-0.162,16.86,1.133,-1.133,13.454,0.023,-0.023,12.784,0.021,-0.021,12.635,0.024,-0.024,,,,,,,,,,,,,,,,12.498,0.023,-0.023,12.383,0.022,-0.022,12.34,,,9.141,,,16.0023,0.00464,-0.00464,,,,15.0031,0.0077,-0.0077,15.931,,,2013-10-28,2014-01-08,2013-10-28,0,0,0,0,0,0,,,
12478,Kepler-1652 b,Kepler-1652,b,,,TIC 27187450,Gaia DR2 2135055391335687680,0,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,38.09665972,7.94E-06,-7.94E-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2454973.012007,0.007405,-0.007405,0,BJD,0,,,,,0.1298,,,0,3.154,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,13.56507,82.45905,69.27339,318.6463,7.8793302,2.1227855,-2.1227855,-7.4772,2.12269,-2.12269,-2.48502,2.12365,-2.12365,,,,,,,18.805,0.162,-0.162,16.86,1.133,-1.133,13.454,0.023,-0.023,12.784,0.021,-0.021,12.635,0.024,-0.024,,,,,,,,,,,,,,,,12.498,0.023,-0.023,12.383,0.022,-0.022,12.34,,,9.141,,,16.0023,0.00464,-0.00464,,,,15.0031,0.0077,-0.0077,15.931,,,2017-11-14,2016-07,2016-07-28,0,0,0,0,0,0,,,
12479,Kepler-1652 b,Kepler-1652,b,,,TIC 27187450,Gaia DR2 2135055391335687680,0,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,<a refstr=Q1_Q17_DR25_SUPPLEMENTAL_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 Supplemental KOI Table</a>,38.0970717,0.0003079,-0.0003079,0,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0,,,,0,,,,0,2454973.00353,0.00659,-0.00659,0,BJD,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,13.56507,82.45905,69.27339,318.6463,7.8793302,2.1227855,-2.1227855,-7.4772,2.12269,-2.12269,-2.48502,2.12365,-2.12365,,,,,,,18.805,0.162,-0.162,16.86,1.133,-1.133,13.454,0.023,-0.023,12.784,0.021,-0.021,12.635,0.024,-0.024,,,,,,,,,,,,,,,,12.498,0.023,-0.023,12.383,0.022,-0.022,12.34,,,9.141,,,16.0023,0.00464,-0.00464,,,,15.0031,0.0077,-0.0077,15.931,,,2018-09-25,2018-08-16,2018-09-25,0,0,0,0,0,0,,,
12480,Kepler-1652 b,Kepler-1652,b,,,TIC 27187450,Gaia DR2 2135055391335687680,0,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr25_koi),0,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,38.0970717,0.0003079,-0.0003079,0,0.1667,,,0,1.58,0.2,-0.21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.81,0.3,-0.25,0,242,,,0,88.02,,,0,2454973.00353,0.00659,-0.00659,0,BJD,0,0.953,0.019,-0.688,0,0.09133,0.00591,-0.00591,0,4.307,0.21,-0.21,0,27.6,13.6,-13.6,0,0.03645,0.00155,-0.00976,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR25_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR25 KOI Table</a>,,3554,71,-80,0,0.4,0.05,-0.05,0,0.43,0.05,-0.08,0,-0.04,0.15,-0.15,0,[Fe/H],,,,,4.87,0.06,-0.06,0,,,,0,0.2731,8.0605,-0.1254,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,13.56507,82.45905,69.27339,318.6463,7.8793302,2.1227855,-2.1227855,-7.4772,2.12269,-2.12269,-2.48502,2.12365,-2.12365,,,,,,,18.805,0.162,-0.162,16.86,1.133,-1.133,13.454,0.023,-0.023,12.784,0.021,-0.021,12.635,0.024,-0.024,,,,,,,,,,,,,,,,12.498,0.023,-0.023,12.383,0.022,-0.022,12.34,,,9.141,,,16.0023,0.00464,-0.00464,,,,15.0031,0.0077,-0.0077,15.931,,,2017-05-08,2017-08-31 00:00,2017-05-08,0,0,0,0,0,0,,,
12481,Kepler-1652 b,Kepler-1652,b,,,TIC 27187450,Gaia DR2 2135055391335687680,1,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,38.09722,0.00021,-0.00021,0,0.1654,0.0042,-0.0075,0,1.6,0.18,-0.18,0,0.143,0.016,-0.016,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,0.16,-0.13,0,268,27,-20,0,89.993,0.004,-0.143,0,2454973.0045,0.0047,-0.0047,0,BJD,0,0.011,0.233,-0.011,0,0.0977,0.0063,-0.0063,0,3.24,0.12,-0.12,0,91,3.3,-3.5,0,0.0387,0.0016,-0.0018,0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,,3638,51,-51,0,0.38,0.04,-0.04,0,0.4,0.04,-0.05,0,-0.3,0.12,-0.12,0,[Fe/H],-1.638,0.093,-0.122,0,4.88,0.05,-0.04,0,3.2,0.7,-0.8,0,7.05,1.9,-0.98,0,,,,,31.18,1.56,-1.56,0,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,13.56507,82.45905,69.27339,318.6463,7.8793302,2.1227855,-2.1227855,-7.4772,2.12269,-2.12269,-2.48502,2.12365,-2.12365,,,,,,,18.805,0.162,-0.162,16.86,1.133,-1.133,13.454,0.023,-0.023,12.784,0.021,-0.021,12.635,0.024,-0.024,,,,,,,,,,,,,,,,12.498,0.023,-0.023,12.383,0.022,-0.022,12.34,,,9.141,,,16.0023,0.00464,-0.00464,,,,15.0031,0.0077,-0.0077,15.931,,,2017-11-14,2017-12,2017-11-16,0,0,0,0,0,0,,,
12482,Kepler-1652 b,Kepler-1652,b,,,TIC 27187450,Gaia DR2 2135055391335687680,0,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q12_koi),0,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,38.0972378,0.000286,-0.000286,0,0.1576,,,0,1.12,0.16,-0.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.65,0.25,-0.38,0,229,,,0,89.38,,,0,2454973.00375,0.00662,-0.00662,0,BJD,0,0.5484,0.0431,-0.46,0,0.10168,0.00738,-0.00738,0,3.377,0.205,-0.205,0,75.1,27.1,-27.1,0,0.02923,0.01124,-0.00196,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q12_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q12 KOI Table</a>,,3482,57,-120,0,0.35,0.05,-0.11,0,0.36,0.06,-0.12,0,-0.1,0.1,-0.1,0,[Fe/H],,,,,4.91,0.12,-0.08,0,,,,0,5.5108,3.9766,-1.1404,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,13.56507,82.45905,69.27339,318.6463,7.8793302,2.1227855,-2.1227855,-7.4772,2.12269,-2.12269,-2.48502,2.12365,-2.12365,,,,,,,18.805,0.162,-0.162,16.86,1.133,-1.133,13.454,0.023,-0.023,12.784,0.021,-0.021,12.635,0.024,-0.024,,,,,,,,,,,,,,,,12.498,0.023,-0.023,12.383,0.022,-0.022,12.34,,,9.141,,,16.0023,0.00464,-0.00464,,,,15.0031,0.0077,-0.0077,15.931,,,2014-11-18,2014-12-04,2014-11-18,0,0,0,0,0,0,,,
12483,Kepler-1652 b,Kepler-1652,b,,,TIC 27187450,Gaia DR2 2135055391335687680,0,1,1,0,0,Transit,2017,<a refstr=TORRES_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....154..264T/abstract target=ref>Torres et al. 2017</a>,2017-12,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Kepler Project Candidate (q1_q17_dr24_koi),0,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,38.0972378,0.000286,-0.000286,0,0.1576,,,0,1.12,0.16,-0.35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0.65,0.25,-0.38,0,229,,,0,89.38,,,0,2454973.00375,0.00662,-0.00662,0,BJD,0,0.5484,0.0431,-0.46,0,0.10168,0.00738,-0.00738,0,3.377,0.205,-0.205,0,75.1,27.1,-27.1,0,0.02923,0.01124,-0.00196,0,,,,,,,,,,,,0,,,,,,,,,,,,,<a refstr=Q1_Q17_DR24_KOI_TABLE href=https://exoplanetarchive.ipac.caltech.edu/docs/Kepler_KOI_docs.html target=ref>Q1-Q17 DR24 KOI Table</a>,,3482,57,-120,0,0.35,0.05,-0.11,0,0.36,0.06,-0.12,0,-0.1,0.1,-0.1,0,[Fe/H],,,,,4.91,0.12,-0.08,0,,,,0,5.5108,3.9766,-1.1404,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h37m27.85s,294.3660313,+49d54m54.08s,49.9150219,13.56507,82.45905,69.27339,318.6463,7.8793302,2.1227855,-2.1227855,-7.4772,2.12269,-2.12269,-2.48502,2.12365,-2.12365,,,,,,,18.805,0.162,-0.162,16.86,1.133,-1.133,13.454,0.023,-0.023,12.784,0.021,-0.021,12.635,0.024,-0.024,,,,,,,,,,,,,,,,12.498,0.023,-0.023,12.383,0.022,-0.022,12.34,,,9.141,,,16.0023,0.00464,-0.00464,,,,15.0031,0.0077,-0.0077,15.931,,,2015-08-25,2015-09-24,2015-08-25,0,0,0,0,0,0,,,
11363,Kepler-1544 b,Kepler-1544,b,,,TIC 28090925,Gaia DR2 2086784185178032384,0,1,1,0,0,Transit,2016,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2016-05,Space,Kepler,0.95 m Kepler Telescope,Kepler CCD Array,0,0,0,1,0,0,0,0,0,0,Published Confirmed,0,<a refstr=HOLCZER_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..225....9H/abstract target=ref>Holczer et al. 2016</a>,168.80998904,7.1E-06,-7.1E-06,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455044.441218,0.006533,-0.006533,0,BJD,0,,,,,0.0652,,,0,6.6417,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,4787,122,-122,0,0.75,,,0,0.77,,,0,,,,,,-0.574,,,0,4.58,,,0,,,,,2.5749,,,0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h49m08.45s,297.2852168,+49d12m44.83s,49.2124526,11.56066,82.70917,67.75873,322.295,31.1516944,0.0302269,-0.0302269,31.0316,0.0302251,-0.0302251,2.73274,0.0304619,-0.0304619,335.09,1.666,-1.65,2.9554,0.0146572,-0.0146572,15.491,0.023,-0.023,14.287,0.114,-0.114,12.48,0.022,-0.022,11.985,0.019,-0.019,11.903,0.018,-0.018,,,,,,,,,,,,,,,,11.833,0.022,-0.022,11.898,0.022,-0.022,11.944,0.176,-0.176,9.306,,,14.039,0.000333,-0.000333,,,,13.3944,0.0061,-0.0061,14.061,,,2016-07-26,2016-07,2016-07-28,1,0,0,0,0,0,,,
